fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,log_residual_sugar,log_chlorides,log_total_sulfur_dioxide,log_sulphates
6.9,0.51,0.23,2.0,0.072,22.0,0.99438,3.4,0.84,11.2,6,1.0986122886681098,0.06952606264861023,3.1354942159291497,0.6097655716208943
10.2,0.29,0.65,2.4,0.075,17.0,0.99565,3.22,0.63,11.8,6,1.2237754316221157,0.07232066157962612,2.8903717578961645,0.48858001481867097
7.4,0.635,0.1,2.4,0.08,33.0,0.99736,3.58,0.69,10.8,7,1.2237754316221157,0.07696104113612832,3.5263605246161616,0.5247285289349821
5.6,0.54,0.04,1.7,0.049,13.0,0.9942,3.72,0.58,11.4,5,0.9932517730102833,0.04783732941416013,2.6390573296152584,0.4574248470388754
10.8,0.89,0.3,2.6,0.132,60.0,0.99786,2.99,1.18,10.2,5,1.2809338454620642,0.1239859797809912,4.110873864173311,0.7793248768009976
10.0,0.46,0.44,2.9,0.065,8.0,0.99674,3.33,0.62,12.2,6,1.3609765531356006,0.06297479916138844,2.1972245773362196,0.4824261492442927
10.2,0.42,0.57,3.4,0.07,10.0,0.9971,3.04,0.63,9.6,5,1.4816045409242156,0.06765864847381481,2.3978952727983707,0.48858001481867097
7.8,0.32,0.44,2.7,0.104,17.0,0.99732,3.33,0.78,11.0,7,1.308332819650179,0.09893994785490356,2.8903717578961645,0.5766133643039938
7.0,0.64,0.02,2.1,0.067,23.0,0.997,3.47,0.67,9.4,6,1.1314021114911006,0.06485097231961631,3.1780538303479458,0.5128236264286637
8.9,0.875,0.13,3.45,0.088,14.0,0.9994,3.44,0.52,11.5,5,1.4929040961781488,0.08434114843375087,2.70805020110221,0.41871033485818504
8.0,0.62,0.35,2.8,0.086,52.0,0.997,3.31,0.62,10.8,5,1.33500106673234,0.08250122151174369,3.970291913552122,0.4824261492442927
10.3,0.59,0.42,2.8,0.09,73.0,0.999,3.28,0.7,9.5,6,1.33500106673234,0.08617769624105233,4.30406509320417,0.5306282510621704
7.2,0.48,0.07,5.5,0.089,18.0,0.99684,3.37,0.68,11.2,7,1.8718021769015913,0.08525984395082342,2.9444389791664403,0.5187937934151676
8.8,0.31,0.4,2.8,0.109,16.0,0.99614,3.31,0.79,11.8,7,1.33500106673234,0.10345870836822998,2.833213344056216,0.5822156198526637
6.8,0.67,0.0,1.9,0.08,39.0,0.99701,3.4,0.74,9.7,5,1.0647107369924282,0.07696104113612832,3.6888794541139363,0.5538851132264376
11.6,0.32,0.55,2.8,0.081,67.0,1.0002,3.32,0.92,10.8,7,1.33500106673234,0.07788653865707122,4.219507705176107,0.6523251860396903
15.0,0.21,0.44,2.2,0.075,24.0,1.00005,3.07,0.84,9.2,7,1.1631508098056809,0.07232066157962612,3.2188758248682006,0.6097655716208943
6.8,0.36,0.32,1.8,0.067,8.0,0.9928,3.36,0.55,12.8,7,1.0296194171811583,0.06485097231961631,2.1972245773362196,0.4382549309311553
10.4,0.28,0.54,2.7,0.105,19.0,0.9988,3.25,0.63,9.5,5,1.308332819650179,0.09984533496971613,2.995732273553991,0.48858001481867097
6.8,0.64,0.1,2.1,0.085,101.0,0.9956,3.34,0.52,10.2,5,1.1314021114911006,0.08157998699242287,4.624972813284271,0.41871033485818504
12.6,0.38,0.66,2.6,0.088,41.0,1.001,3.17,0.68,9.8,6,1.2809338454620642,0.08434114843375087,3.7376696182833684,0.5187937934151676
11.6,0.41,0.54,1.5,0.095,41.0,0.99735,3.02,0.76,9.9,7,0.9162907318741551,0.09075436326846414,3.7376696182833684,0.5653138090500605
9.9,0.54,0.26,2.0,0.111,60.0,0.99709,2.94,0.98,10.2,5,1.0986122886681098,0.10526051065749295,4.110873864173311,0.6830968447064438
9.9,0.32,0.56,2.0,0.073,8.0,0.99534,3.15,0.73,11.4,6,1.0986122886681098,0.07045846364856141,2.1972245773362196,0.5481214085096876
6.8,0.67,0.15,1.8,0.118,20.0,0.9954,3.42,0.67,11.3,6,1.0296194171811583,0.11154137473290741,3.044522437723423,0.5128236264286637
6.8,0.48,0.25,2.0,0.076,61.0,0.9953,3.34,0.6,10.4,5,1.0986122886681098,0.07325046173959267,4.127134385045092,0.4700036292457355
11.3,0.36,0.66,2.4,0.123,8.0,0.99642,3.2,0.53,11.9,6,1.2237754316221157,0.11600367575630613,2.1972245773362196,0.4252677354043441
10.2,0.24,0.49,2.4,0.075,28.0,0.9978,3.14,0.61,10.4,5,1.2237754316221157,0.07232066157962612,3.367295829986474,0.4762341789963716
7.6,0.46,0.11,2.6,0.079,49.0,0.9968,3.21,0.57,10.0,5,1.2809338454620642,0.0760346862759976,3.912023005428146,0.4510756193602167
7.3,0.735,0.0,2.2,0.08,28.0,0.99765,3.41,0.6,9.4,5,1.1631508098056809,0.07696104113612832,3.367295829986474,0.4700036292457355
10.3,0.27,0.24,2.1,0.072,33.0,0.9956,3.22,0.66,12.8,6,1.1314021114911006,0.06952606264861023,3.5263605246161616,0.5068176023684519
6.9,0.765,0.02,2.3,0.063,63.0,0.9975,3.57,0.78,9.9,5,1.1939224684724346,0.061095099359810875,4.1588830833596715,0.5766133643039938
7.1,0.66,0.0,3.9,0.086,45.0,0.9976,3.46,0.54,9.5,5,1.589235205116581,0.08250122151174369,3.828641396489095,0.43178241642553783
9.8,0.88,0.25,2.5,0.104,155.0,1.001,3.41,0.67,11.2,5,1.252762968495368,0.09893994785490356,5.049856007249537,0.5128236264286637
7.6,1.58,0.0,2.1,0.1369999999999999,9.0,0.99476,3.5,0.4,10.9,3,1.1314021114911006,0.1283932147683989,2.302585092994046,0.33647223662121295
6.4,0.39,0.33,3.3,0.046,53.0,0.99294,3.36,0.62,12.2,6,1.4586150226995167,0.044973365642731154,3.9889840465642745,0.4824261492442927
7.7,0.61,0.18,2.4,0.083,20.0,0.9963,3.29,0.6,10.2,6,1.2237754316221157,0.07973496801885356,3.044522437723423,0.4700036292457355
6.4,0.57,0.02,1.8,0.067,11.0,0.997,3.46,0.68,9.5,5,1.0296194171811583,0.06485097231961631,2.4849066497880004,0.5187937934151676
7.7,0.96,0.2,2.0,0.047,60.0,0.9955,3.36,0.44,10.9,5,1.0986122886681098,0.045928931888399804,4.110873864173311,0.36464311358790924
7.4,0.66,0.0,1.8,0.075,40.0,0.9978,3.51,0.56,9.4,5,1.0296194171811583,0.07232066157962612,3.713572066704308,0.44468582126144574
8.3,0.31,0.39,2.4,0.078,43.0,0.99444,3.31,0.77,12.5,7,1.2237754316221157,0.07510747248680541,3.784189633918261,0.5709795465857378
9.9,0.74,0.28,2.6,0.078,77.0,0.998,3.28,0.51,9.8,5,1.2809338454620642,0.07510747248680541,4.356708826689592,0.412109650826833
6.9,0.63,0.02,1.9,0.078,30.0,0.99712,3.4,0.75,9.8,5,1.0647107369924282,0.07510747248680541,3.4339872044851463,0.5596157879354227
9.2,0.63,0.21,2.7,0.0969999999999999,65.0,0.9988,3.28,0.58,9.6,5,1.308332819650179,0.0925791812930931,4.189654742026425,0.4574248470388754
7.5,0.64,0.0,2.4,0.077,29.0,0.9965,3.32,0.6,10.0,6,1.2237754316221157,0.07417939817425151,3.4011973816621555,0.4700036292457355
8.7,0.46,0.31,2.5,0.126,64.0,0.99746,3.1,0.74,9.6,5,1.252762968495368,0.11867152971749864,4.174387269895637,0.5538851132264376
9.2,0.46,0.23,2.6,0.091,77.0,0.99922,3.15,0.51,9.4,5,1.2809338454620642,0.08709470685093376,4.356708826689592,0.412109650826833
8.4,0.36,0.32,2.2,0.081,79.0,0.9964,3.3,0.72,11.0,6,1.1631508098056809,0.07788653865707122,4.382026634673881,0.5423242908253617
6.5,0.34,0.27,2.8,0.067,44.0,0.99384,3.21,0.56,12.0,6,1.33500106673234,0.06485097231961631,3.8066624897703196,0.44468582126144574
7.5,0.61,0.2,1.7,0.076,60.0,0.99494,3.1,0.4,9.3,5,0.9932517730102833,0.07325046173959267,4.110873864173311,0.33647223662121295
8.7,0.29,0.52,1.6,0.113,37.0,0.9969,3.25,0.58,9.5,5,0.9555114450274363,0.10705907229340778,3.6375861597263857,0.4574248470388754
7.6,0.735,0.02,2.5,0.071,14.0,0.99538,3.51,0.71,11.7,7,1.252762968495368,0.06859279146561172,2.70805020110221,0.5364933705145685
9.8,0.5,0.34,2.3,0.094,45.0,0.99864,3.24,0.6,9.7,7,1.1939224684724346,0.08984070399978947,3.828641396489095,0.4700036292457355
8.5,0.37,0.2,2.8,0.09,58.0,0.998,3.34,0.7,9.6,6,1.33500106673234,0.08617769624105233,4.07753744390572,0.5306282510621704
12.8,0.3,0.74,2.6,0.095,28.0,0.9994,3.2,0.77,10.8,7,1.2809338454620642,0.09075436326846414,3.367295829986474,0.5709795465857378
6.9,0.54,0.04,3.0,0.077,27.0,0.9987,3.69,0.91,9.4,6,1.3862943611198906,0.07417939817425151,3.332204510175204,0.6471032420585385
10.5,0.26,0.47,1.9,0.078,24.0,0.9976,3.18,1.04,10.9,7,1.0647107369924282,0.07510747248680541,3.2188758248682006,0.712949807856125
9.3,0.49,0.36,1.7,0.081,14.0,0.99702,3.27,0.78,10.9,6,0.9932517730102833,0.07788653865707122,2.70805020110221,0.5766133643039938
10.0,0.58,0.22,1.9,0.08,32.0,0.9974,3.13,0.55,9.5,5,1.0647107369924282,0.07696104113612832,3.4965075614664802,0.4382549309311553
7.9,0.52,0.26,1.9,0.079,140.0,0.9964,3.23,0.54,9.5,5,1.0647107369924282,0.0760346862759976,4.948759890378168,0.43178241642553783
9.4,0.685,0.26,2.4,0.0819999999999999,143.0,0.9978,3.28,0.55,9.4,5,1.2237754316221157,0.0788111804242897,4.969813299576001,0.4382549309311553
7.8,0.58,0.13,2.1,0.102,36.0,0.9944,3.24,0.53,11.2,6,1.1314021114911006,0.09712671073072274,3.6109179126442243,0.4252677354043441
10.0,0.48,0.24,2.7,0.102,32.0,1.0,3.28,0.56,10.0,6,1.308332819650179,0.09712671073072274,3.4965075614664802,0.44468582126144574
9.3,0.43,0.44,1.9,0.085,22.0,0.99708,3.28,0.55,9.5,5,1.0647107369924282,0.08157998699242287,3.1354942159291497,0.4382549309311553
7.0,0.735,0.05,2.0,0.081,54.0,0.9966,3.39,0.57,9.8,5,1.0986122886681098,0.07788653865707122,4.007333185232471,0.4510756193602167
7.1,0.59,0.0,2.2,0.078,44.0,0.99522,3.42,0.68,10.8,6,1.1631508098056809,0.07510747248680541,3.8066624897703196,0.5187937934151676
10.2,0.67,0.39,1.9,0.054,17.0,0.9976,3.17,0.47,10.0,5,1.0647107369924282,0.05259245011917058,2.8903717578961645,0.3852624007906449
13.0,0.47,0.49,4.3,0.085,47.0,1.0021,3.3,0.68,12.7,6,1.667706820558076,0.08157998699242287,3.871201010907891,0.5187937934151676
7.4,0.6,0.26,7.3,0.07,121.0,0.9982,3.37,0.49,9.4,5,2.1162555148025524,0.06765864847381481,4.804021044733257,0.3987761199573678
7.5,0.65,0.18,7.0,0.088,94.0,0.99915,3.38,0.77,9.4,5,2.0794415416798357,0.08434114843375087,4.553876891600541,0.5709795465857378
7.6,0.41,0.14,3.0,0.087,43.0,0.9964,3.32,0.57,10.5,6,1.3862943611198906,0.08342160813907239,3.784189633918261,0.4510756193602167
10.4,0.24,0.46,1.8,0.075,21.0,0.9976,3.25,1.02,10.8,7,1.0296194171811583,0.07232066157962612,3.091042453358316,0.7030975114131134
7.4,0.41,0.24,1.8,0.066,47.0,0.9956,3.37,0.62,10.4,5,1.0296194171811583,0.0639133257436528,3.871201010907891,0.4824261492442927
6.6,0.44,0.15,2.1,0.076,53.0,0.9957,3.32,0.62,9.3,5,1.1314021114911006,0.07325046173959267,3.9889840465642745,0.4824261492442927
11.1,0.31,0.53,2.2,0.06,10.0,0.99572,3.02,0.83,10.9,7,1.1631508098056809,0.058268908123975775,2.3978952727983707,0.6043159668533296
8.1,0.785,0.52,2.0,0.122,153.0,0.9969,3.21,0.69,9.3,5,1.0986122886681098,0.11511280710050457,5.0369526024136295,0.5247285289349821
6.6,0.5,0.01,1.5,0.06,26.0,0.9952,3.4,0.58,9.8,6,0.9162907318741551,0.058268908123975775,3.295836866004329,0.4574248470388754
11.5,0.42,0.48,2.6,0.077,20.0,0.99852,3.09,0.53,11.0,5,1.2809338454620642,0.07417939817425151,3.044522437723423,0.4252677354043441
5.8,0.61,0.11,1.8,0.066,28.0,0.99483,3.55,0.66,10.9,6,1.0296194171811583,0.0639133257436528,3.367295829986474,0.5068176023684519
7.3,0.32,0.23,2.3,0.066,70.0,0.99588,3.43,0.62,10.1,5,1.1939224684724346,0.0639133257436528,4.2626798770413155,0.4824261492442927
7.5,0.31,0.41,2.4,0.065,60.0,0.99492,3.34,0.85,11.4,6,1.2237754316221157,0.06297479916138844,4.110873864173311,0.6151856390902335
8.0,0.6,0.08,2.6,0.0559999999999999,7.0,0.99286,3.22,0.37,13.0,5,1.2809338454620642,0.05448818528406963,2.0794415416798357,0.31481073984003355
6.9,0.63,0.01,2.4,0.076,39.0,0.99522,3.34,0.53,10.8,6,1.2237754316221157,0.07325046173959267,3.6888794541139363,0.4252677354043441
9.0,0.8,0.12,2.4,0.083,28.0,0.99836,3.33,0.65,10.4,6,1.2237754316221157,0.07973496801885356,3.367295829986474,0.5007752879124893
8.4,0.67,0.19,2.2,0.093,75.0,0.99736,3.2,0.59,9.2,4,1.1631508098056809,0.08892620919440151,4.330733340286331,0.4637340162321401
6.0,0.5,0.0,1.4,0.057,26.0,0.99448,3.36,0.45,9.5,5,0.8754687373538999,0.055434706888100586,3.295836866004329,0.37156355643248307
11.7,0.49,0.49,2.2,0.083,15.0,1.0,3.19,0.43,9.2,5,1.1631508098056809,0.07973496801885356,2.772588722239781,0.3576744442718159
7.1,0.39,0.12,2.1,0.065,24.0,0.99252,3.3,0.53,13.3,6,1.1314021114911006,0.06297479916138844,3.2188758248682006,0.4252677354043441
12.5,0.56,0.49,2.4,0.064,27.0,0.9999,3.08,0.87,10.9,5,1.2237754316221157,0.06203539091945264,3.332204510175204,0.6259384308664953
8.3,0.26,0.37,1.4,0.076,23.0,0.9974,3.26,0.7,9.6,6,0.8754687373538999,0.07325046173959267,3.1780538303479458,0.5306282510621704
6.8,0.59,0.06,6.0,0.06,18.0,0.9962,3.41,0.59,10.8,7,1.9459101490553132,0.058268908123975775,2.9444389791664403,0.4637340162321401
5.3,0.47,0.11,2.2,0.048,89.0,0.99182,3.54,0.88,13.566666666666698,7,1.1631508098056809,0.04688358589885042,4.499809670330265,0.6312717768418579
9.1,0.28,0.48,1.8,0.067,46.0,0.9967,3.32,1.04,10.6,6,1.0296194171811583,0.06485097231961631,3.8501476017100584,0.712949807856125
8.0,0.43,0.36,2.3,0.075,48.0,0.9976,3.34,0.46,9.4,5,1.1939224684724346,0.07232066157962612,3.8918202981106265,0.3784364357202451
8.6,0.45,0.31,2.6,0.086,50.0,0.9982,3.37,0.91,9.9,6,1.2809338454620642,0.08250122151174369,3.9318256327243257,0.6471032420585385
8.3,0.43,0.3,3.4,0.079,34.0,0.99788,3.36,0.61,10.5,5,1.4816045409242156,0.0760346862759976,3.5553480614894135,0.4762341789963716
9.6,0.6,0.5,2.3,0.079,71.0,0.9997,3.5,0.57,9.7,5,1.1939224684724346,0.0760346862759976,4.276666119016055,0.4510756193602167
7.7,0.6,0.06,2.0,0.079,41.0,0.99697,3.39,0.62,10.1,6,1.0986122886681098,0.0760346862759976,3.7376696182833684,0.4824261492442927
7.7,0.665,0.0,2.4,0.09,19.0,0.9974,3.27,0.73,9.3,5,1.2237754316221157,0.08617769624105233,2.995732273553991,0.5481214085096876
9.6,0.56,0.31,2.8,0.089,46.0,0.9979,3.11,0.92,10.0,6,1.33500106673234,0.08525984395082342,3.8501476017100584,0.6523251860396903
8.4,1.035,0.15,6.0,0.073,54.0,0.999,3.37,0.49,9.9,5,1.9459101490553132,0.07045846364856141,4.007333185232471,0.3987761199573678
11.3,0.37,0.5,1.8,0.09,47.0,0.99734,3.15,0.57,10.5,5,1.0296194171811583,0.08617769624105233,3.871201010907891,0.4510756193602167
9.3,0.61,0.26,3.4,0.09,87.0,0.99975,3.24,0.62,9.7,5,1.4816045409242156,0.08617769624105233,4.477336814478207,0.4824261492442927
8.0,0.67,0.3,2.0,0.06,62.0,0.9958,3.26,0.56,10.2,6,1.0986122886681098,0.058268908123975775,4.143134726391533,0.44468582126144574
7.2,0.725,0.05,4.65,0.086,11.0,0.9962,3.41,0.39,10.9,5,1.7316555451583497,0.08250122151174369,2.4849066497880004,0.3293037471426004
7.2,0.39,0.32,1.8,0.065,60.0,0.99714,3.46,0.78,9.9,5,1.0296194171811583,0.06297479916138844,4.110873864173311,0.5766133643039938
7.5,0.58,0.56,3.1,0.153,14.0,0.99476,3.21,1.03,11.6,6,1.410986973710262,0.14236724128692196,2.70805020110221,0.708035793053696
8.8,0.64,0.17,2.9,0.084,130.0,0.99818,3.23,0.54,9.6,5,1.3609765531356006,0.08065790301745447,4.875197323201151,0.43178241642553783
7.9,0.34,0.42,2.0,0.086,19.0,0.99546,3.35,0.6,11.4,6,1.0986122886681098,0.08250122151174369,2.995732273553991,0.4700036292457355
7.0,0.55,0.13,2.2,0.075,35.0,0.9959,3.36,0.59,9.7,6,1.1631508098056809,0.07232066157962612,3.58351893845611,0.4637340162321401
6.4,0.57,0.14,3.9,0.07,73.0,0.99669,3.32,0.48,9.2,5,1.589235205116581,0.06765864847381481,4.30406509320417,0.3920420877760237
10.7,0.4,0.48,2.1,0.125,49.0,0.998,3.03,0.81,9.7,6,1.1314021114911006,0.11778303565638346,3.912023005428146,0.5933268452777344
7.1,0.27,0.6,2.1,0.074,25.0,0.99814,3.38,0.72,10.6,6,1.1314021114911006,0.07138999608667294,3.258096538021482,0.5423242908253617
7.0,0.36,0.21,2.3,0.086,65.0,0.99558,3.4,0.54,10.1,6,1.1939224684724346,0.08250122151174369,4.189654742026425,0.43178241642553783
7.8,0.43,0.32,2.8,0.08,58.0,0.9974,3.31,0.64,10.3,5,1.33500106673234,0.07696104113612832,4.07753744390572,0.49469624183610705
10.1,0.27,0.54,2.3,0.065,26.0,0.99531,3.17,0.53,12.5,6,1.1939224684724346,0.06297479916138844,3.295836866004329,0.4252677354043441
11.5,0.31,0.51,2.2,0.079,28.0,0.9982,3.03,0.93,9.8,6,1.1631508098056809,0.0760346862759976,3.367295829986474,0.6575200029167942
7.1,0.71,0.0,1.9,0.08,35.0,0.9972,3.47,0.55,9.4,5,1.0647107369924282,0.07696104113612832,3.58351893845611,0.4382549309311553
7.6,0.4,0.29,1.9,0.078,66.0,0.9971,3.45,0.59,9.5,6,1.0647107369924282,0.07510747248680541,4.204692619390966,0.4637340162321401
9.6,0.41,0.37,2.3,0.091,23.0,0.99786,3.24,0.56,10.5,5,1.1939224684724346,0.08709470685093376,3.1780538303479458,0.44468582126144574
7.1,0.69,0.04,2.1,0.068,27.0,0.99712,3.44,0.67,9.8,5,1.1314021114911006,0.0657877405380031,3.332204510175204,0.5128236264286637
8.8,0.59,0.18,2.9,0.089,74.0,0.99738,3.14,0.54,9.4,5,1.3609765531356006,0.08525984395082342,4.31748811353631,0.43178241642553783
7.2,0.33,0.33,1.7,0.061,13.0,0.996,3.23,1.1,10.0,8,0.9932517730102833,0.05921185963184608,2.6390573296152584,0.7419373447293773
9.9,0.53,0.57,2.4,0.093,52.0,0.9971,3.19,0.76,11.6,7,1.2237754316221157,0.08892620919440151,3.970291913552122,0.5653138090500605
7.4,0.68,0.16,1.8,0.078,39.0,0.9977,3.5,0.7,9.9,6,1.0296194171811583,0.07510747248680541,3.6888794541139363,0.5306282510621704
7.6,0.74,0.0,1.9,0.1,12.0,0.99521,3.36,0.59,11.0,5,1.0647107369924282,0.09531017980432487,2.5649493574615367,0.4637340162321401
7.3,0.4,0.3,1.7,0.08,79.0,0.9969,3.41,0.65,9.5,6,0.9932517730102833,0.07696104113612832,4.382026634673881,0.5007752879124893
5.6,0.62,0.03,1.5,0.08,13.0,0.99498,3.66,0.62,10.1,4,0.9162907318741551,0.07696104113612832,2.6390573296152584,0.4824261492442927
10.0,0.49,0.2,11.0,0.071,50.0,1.0015,3.16,0.69,9.2,6,2.4849066497880004,0.06859279146561172,3.9318256327243257,0.5247285289349821
8.6,0.52,0.38,1.5,0.096,18.0,0.99666,3.2,0.52,9.4,5,0.9162907318741551,0.0916671885258238,2.9444389791664403,0.41871033485818504
7.5,0.755,0.0,1.9,0.084,12.0,0.99672,3.34,0.49,9.7,4,1.0647107369924282,0.08065790301745447,2.5649493574615367,0.3987761199573678
9.0,0.39,0.4,1.3,0.044,50.0,0.99478,3.2,0.83,10.9,6,0.832909122935104,0.04305948946044697,3.9318256327243257,0.6043159668533296
9.4,0.5,0.34,3.6,0.0819999999999999,14.0,0.9987,3.29,0.52,10.7,6,1.5260563034950494,0.0788111804242897,2.70805020110221,0.41871033485818504
6.2,0.46,0.17,1.6,0.073,11.0,0.99425,3.61,0.54,11.4,5,0.9555114450274363,0.07045846364856141,2.4849066497880004,0.43178241642553783
7.8,0.57,0.09,2.3,0.065,45.0,0.99417,3.46,0.74,12.7,8,1.1939224684724346,0.06297479916138844,3.828641396489095,0.5538851132264376
8.6,0.645,0.25,2.0,0.083,28.0,0.99815,3.28,0.6,10.0,6,1.0986122886681098,0.07973496801885356,3.367295829986474,0.4700036292457355
6.1,0.58,0.23,2.5,0.044,70.0,0.99352,3.46,0.65,12.5,6,1.252762968495368,0.04305948946044697,4.2626798770413155,0.5007752879124893
7.9,0.54,0.34,2.5,0.076,17.0,0.99235,3.2,0.72,13.1,8,1.252762968495368,0.07325046173959267,2.8903717578961645,0.5423242908253617
8.2,0.73,0.21,1.7,0.074,13.0,0.9968,3.2,0.52,9.5,5,0.9932517730102833,0.07138999608667294,2.6390573296152584,0.41871033485818504
7.9,0.18,0.4,2.2,0.049,67.0,0.996,3.33,0.93,11.3,5,1.1631508098056809,0.04783732941416013,4.219507705176107,0.6575200029167942
7.2,0.66,0.33,2.5,0.068,102.0,0.99414,3.27,0.78,12.8,6,1.252762968495368,0.0657877405380031,4.634728988229636,0.5766133643039938
6.8,0.48,0.08,1.8,0.074,64.0,0.99529,3.12,0.49,9.6,5,1.0296194171811583,0.07138999608667294,4.174387269895637,0.3987761199573678
5.0,0.74,0.0,1.2,0.0409999999999999,46.0,0.99258,4.01,0.59,12.5,6,0.7884573603642702,0.040181789632831734,3.8501476017100584,0.4637340162321401
7.9,0.65,0.01,2.5,0.078,38.0,0.9963,3.34,0.74,11.7,7,1.252762968495368,0.07510747248680541,3.6635616461296463,0.5538851132264376
12.3,0.5,0.49,2.2,0.089,14.0,1.0002,3.19,0.44,9.6,5,1.1631508098056809,0.08525984395082342,2.70805020110221,0.36464311358790924
10.6,0.31,0.49,2.5,0.067,21.0,0.9987,3.26,0.86,10.7,6,1.252762968495368,0.06485097231961631,3.091042453358316,0.6205764877251099
8.2,0.56,0.23,3.4,0.078,104.0,0.9976,3.28,0.62,9.4,5,1.4816045409242156,0.07510747248680541,4.653960350157523,0.4824261492442927
9.5,0.55,0.66,2.3,0.387,37.0,0.9982,3.17,0.67,9.6,5,1.1939224684724346,0.32714314133269456,3.6375861597263857,0.5128236264286637
12.0,0.63,0.5,1.4,0.071,26.0,0.99791,3.07,0.6,10.4,4,0.8754687373538999,0.06859279146561172,3.295836866004329,0.4700036292457355
10.4,0.575,0.61,2.6,0.076,24.0,1.0,3.16,0.69,9.0,5,1.2809338454620642,0.07325046173959267,3.2188758248682006,0.5247285289349821
9.4,0.395,0.46,4.6,0.094,10.0,0.99639,3.27,0.64,12.2,7,1.7227665977411035,0.08984070399978947,2.3978952727983707,0.49469624183610705
11.4,0.6,0.49,2.7,0.085,41.0,0.9994,3.15,0.63,10.5,6,1.308332819650179,0.08157998699242287,3.7376696182833684,0.48858001481867097
9.0,0.47,0.31,2.7,0.084,125.0,0.9984,3.31,0.61,9.4,5,1.308332819650179,0.08065790301745447,4.836281906951478,0.4762341789963716
11.2,0.67,0.55,2.3,0.084,13.0,1.0,3.17,0.71,9.5,6,1.1939224684724346,0.08065790301745447,2.6390573296152584,0.5364933705145685
9.8,0.5,0.49,2.6,0.25,20.0,0.999,3.31,0.79,10.7,6,1.2809338454620642,0.22314355131420976,3.044522437723423,0.5822156198526637
9.8,0.98,0.32,2.3,0.078,152.0,0.998,3.25,0.48,9.4,5,1.1939224684724346,0.07510747248680541,5.030437921392435,0.3920420877760237
7.3,0.49,0.1,2.6,0.068,14.0,0.99562,3.3,0.47,10.5,5,1.2809338454620642,0.0657877405380031,2.70805020110221,0.3852624007906449
7.1,0.72,0.0,1.8,0.123,14.0,0.99627,3.45,0.58,9.8,5,1.0296194171811583,0.11600367575630613,2.70805020110221,0.4574248470388754
6.7,0.48,0.08,2.1,0.064,34.0,0.99552,3.33,0.64,9.7,5,1.1314021114911006,0.06203539091945264,3.5553480614894135,0.49469624183610705
7.6,0.68,0.02,1.3,0.072,20.0,0.9965,3.17,1.08,9.2,4,0.832909122935104,0.06952606264861023,3.044522437723423,0.7323678937132266
7.5,1.115,0.1,3.1,0.086,12.0,0.9958,3.54,0.6,11.2,4,1.410986973710262,0.08250122151174369,2.5649493574615367,0.4700036292457355
8.2,0.32,0.42,2.3,0.098,9.0,0.99506,3.27,0.55,12.3,6,1.1939224684724346,0.09349034308733889,2.302585092994046,0.4382549309311553
7.2,0.58,0.03,2.3,0.077,28.0,0.99568,3.35,0.52,10.0,5,1.1939224684724346,0.07417939817425151,3.367295829986474,0.41871033485818504
9.8,0.66,0.39,3.2,0.083,59.0,0.9989,3.37,0.71,11.5,7,1.4350845252893227,0.07973496801885356,4.0943445622221,0.5364933705145685
8.0,0.71,0.0,2.6,0.08,34.0,0.9976,3.44,0.53,9.5,5,1.2809338454620642,0.07696104113612832,3.5553480614894135,0.4252677354043441
6.3,0.55,0.15,1.8,0.077,35.0,0.99314,3.32,0.82,11.6,6,1.0296194171811583,0.07417939817425151,3.58351893845611,0.598836501088704
7.3,0.67,0.26,1.8,0.401,51.0,0.9969,3.16,1.14,9.4,5,1.0296194171811583,0.33718626735486995,3.9512437185814275,0.76080582903376
7.3,0.69,0.32,2.2,0.069,104.0,0.99632,3.33,0.51,9.5,5,1.1631508098056809,0.06672363204290818,4.653960350157523,0.412109650826833
7.7,0.64,0.21,2.2,0.077,133.0,0.9956,3.27,0.45,9.9,5,1.1631508098056809,0.07417939817425151,4.897839799950911,0.37156355643248307
6.8,0.66,0.07,1.6,0.07,61.0,0.99572,3.29,0.6,9.3,5,0.9555114450274363,0.06765864847381481,4.127134385045092,0.4700036292457355
7.9,0.72,0.01,1.9,0.076,32.0,0.99668,3.39,0.54,9.6,5,1.0647107369924282,0.07325046173959267,3.4965075614664802,0.43178241642553783
8.2,0.33,0.39,2.5,0.074,48.0,0.99528,3.32,0.88,12.4,7,1.252762968495368,0.07138999608667294,3.8918202981106265,0.6312717768418579
8.8,0.27,0.39,2.0,0.1,27.0,0.99546,3.15,0.69,11.2,6,1.0986122886681098,0.09531017980432487,3.332204510175204,0.5247285289349821
7.0,0.58,0.12,1.9,0.091,124.0,0.9956,3.44,0.48,10.5,5,1.0647107369924282,0.08709470685093376,4.8283137373023015,0.3920420877760237
8.2,0.6,0.17,2.3,0.072,73.0,0.9963,3.2,0.45,9.3,5,1.1939224684724346,0.06952606264861023,4.30406509320417,0.37156355643248307
9.0,0.4,0.43,2.4,0.068,46.0,0.9943,3.2,0.6,12.2,6,1.2237754316221157,0.0657877405380031,3.8501476017100584,0.4700036292457355
6.8,0.785,0.0,2.4,0.104,30.0,0.9966,3.52,0.55,10.7,6,1.2237754316221157,0.09893994785490356,3.4339872044851463,0.4382549309311553
